,azimuth,elevation,radius
2725,345.0,15.0,1.2
2726,345.0,17.5,1.2
2727,345.0,25.0,1.2
2728,345.0,30.0,1.2
2729,345.0,35.3,1.2
2730,345.0,45.0,1.2
2731,345.0,54.0,1.2
2732,345.0,60.0,1.2
2733,345.0,64.8,1.2
2734,345.0,75.0,1.2
2735,346.7,-75.0,1.2
2736,346.7,-64.8,1.2
2737,346.7,-60.0,1.2
2738,346.7,-45.0,1.2
2739,346.7,-35.3,1.2
2740,346.7,-30.0,1.2
2741,346.7,-17.5,1.2
2742,346.7,-15.0,1.2
2743,346.7,0.0,1.2
2744,346.7,15.0,1.2
2745,346.7,17.5,1.2
2746,346.7,30.0,1.2
2747,346.7,35.3,1.2
2748,346.7,45.0,1.2
2749,346.7,60.0,1.2
2750,346.7,64.8,1.2
2751,346.7,75.0,1.2
2752,347.3,-81.0,1.2
2753,347.3,-64.8,1.2
2754,347.3,-54.0,1.2
2755,347.3,-35.3,1.2
2756,347.3,-25.0,1.2
2757,347.3,-17.5,1.2
2758,347.3,17.5,1.2
2759,347.3,25.0,1.2
2760,347.3,35.3,1.2
2761,347.3,54.0,1.2
2762,347.3,64.8,1.2
2763,350.0,-81.0,1.2
2764,350.0,-75.0,1.2
2765,350.0,-64.8,1.2
2766,350.0,-60.0,1.2
2767,350.0,-54.0,1.2
2768,350.0,-45.0,1.2
2769,350.0,-35.3,1.2
2770,350.0,-30.0,1.2
2771,350.0,-25.0,1.2
2772,350.0,-17.5,1.2
2773,350.0,-15.0,1.2
2774,350.0,0.0,1.2
2775,350.0,15.0,1.2
2776,350.0,17.5,1.2
2777,350.0,25.0,1.2
2778,350.0,30.0,1.2
2779,350.0,35.3,1.2
2780,350.0,45.0,1.2
2781,350.0,54.0,1.2
2782,350.0,60.0,1.2
2783,350.0,64.8,1.2
2784,350.0,75.0,1.2
2785,351.0,-75.0,1.2
2786,351.0,-60.0,1.2
2787,351.0,-45.0,1.2
2788,351.0,-30.0,1.2
2789,351.0,-15.0,1.2
2790,351.0,0.0,1.2
2791,351.0,15.0,1.2
2792,351.0,30.0,1.2
2793,351.0,45.0,1.2
2794,351.0,60.0,1.2
2795,351.0,75.0,1.2
2796,355.0,-81.0,1.2
2797,355.0,-75.0,1.2
2798,355.0,-64.8,1.2
2799,355.0,-60.0,1.2
2800,355.0,-54.0,1.2
2801,355.0,-45.0,1.2
2802,355.0,-35.3,1.2
2803,355.0,-30.0,1.2
2804,355.0,-25.0,1.2
2805,355.0,-17.5,1.2
2806,355.0,-15.0,1.2
2807,355.0,0.0,1.2
2808,355.0,15.0,1.2
2809,355.0,17.5,1.2
2810,355.0,25.0,1.2
2811,355.0,30.0,1.2
2812,355.0,35.3,1.2
2813,355.0,45.0,1.2
2814,355.0,54.0,1.2
2815,355.0,60.0,1.2
2816,355.0,64.8,1.2
2817,355.0,75.0,1.2
